,Sentences,Categories,Perplexities (ckpt 0),Perplexities (ckpt 100),Perplexities (ckpt 200),Perplexities (ckpt 300),Perplexities (ckpt 400),Perplexities (ckpt 500),Perplexities (ckpt 600),Perplexities (ckpt 700),Perplexities (ckpt 800),Perplexities (ckpt 900),Perplexities (ckpt 1000),Perplexities (ckpt 1100),Perplexities (ckpt 1200)
0,"Мы, как представители чехословацкого войска, на долю которого в настоящее время выпадает главная тяжесть борьбы с большевиками, сожалеем о том, что в тылу действующей армии силами, которые нужны на фронте, устраиваются насильственные перевороты.",ru_multilingual_blimp_correct_affected.test,23346.197265625,10990.5751953125,4319.71630859375,3666.221435546875,2736.58837890625,1912.5831298828125,1527.7430419921875,1388.8101806640625,1219.2496337890625,1052.6092529296875,1041.9683837890625,975.3591918945312,1002.6858520507812
1,В противном случае я вам этого не гарантирую.,ru_multilingual_blimp_correct_affected.test,34140.77734375,1450.047607421875,1351.9971923828125,1232.03759765625,713.3988647460938,393.7294921875,216.68861389160156,131.24887084960938,96.94657135009766,95.78157806396484,102.55089569091797,101.15866088867188,92.3953628540039
2,"Я, думалось мне, являюсь типичным представителем научной среды.",ru_multilingual_blimp_correct_affected.test,25697.74609375,17166.32421875,16276.23046875,7962.85595703125,6856.9521484375,5292.5009765625,3268.535400390625,2666.8359375,2252.583984375,2543.001220703125,2513.73388671875,2171.3359375,2263.2646484375
3,"Но по большому счету это наша идея, и мы ее, разумеется, поддерживаем.",ru_multilingual_blimp_correct_affected.test,21719.70703125,4120.46337890625,3299.16357421875,3006.989501953125,2517.2568359375,1696.3359375,971.7897338867188,906.1536254882812,637.70068359375,708.925048828125,653.835205078125,522.7355346679688,561.3350830078125
4,"Я тут, поверьте, и Питер и Петрозаводск для себя по-новому открываю!",ru_multilingual_blimp_correct_affected.test,27774.947265625,6895.90576171875,5066.81640625,2174.8466796875,1791.4632568359375,1399.6494140625,1151.7276611328125,1110.0240478515625,1179.9940185546875,1120.33203125,1257.0791015625,1213.792236328125,1348.3487548828125
5,"Он сказал: ""Я с вами, Ваше Величество, встречаюсь второй раз"".",ru_multilingual_blimp_correct_affected.test,25721.65234375,7841.57958984375,9924.03515625,5939.60498046875,3787.960693359375,2599.135498046875,1969.7706298828125,2071.602783203125,1513.281494140625,1652.259033203125,1520.54736328125,1488.3533935546875,1562.53076171875
6,"Давление тех, кто говорит о том, что ""любой ценой"", ""откройте закрома родины, мы вам сейчас тут устроим такие замечательные проекты, что вы увидите, как мы унизим Запад"", - в нынешних условиях растет.",ru_multilingual_blimp_correct_affected.test,23359.8046875,5777.47607421875,4306.451171875,3330.888427734375,2519.6669921875,1451.0235595703125,1408.9725341796875,1460.1953125,1314.886474609375,1320.8162841796875,1373.11328125,1338.271728515625,1366.0399169921875
7,"Все, кто не с нами, остаются при своем мнении (но мы, разумеется, их все равно ждем и будем им рады), а нам, извините, пора делами заниматься.",ru_multilingual_blimp_correct_affected.test,25882.037109375,7745.3603515625,9512.375,8762.1328125,5749.8720703125,3856.97705078125,3146.943115234375,3299.64501953125,3035.21875,2939.31396484375,2900.9208984375,2877.169921875,2867.66162109375
8,Я тебя уму-разуму научу.,ru_multilingual_blimp_correct_affected.test,25702.91796875,1915.2698974609375,3718.455322265625,3136.6630859375,3119.640869140625,2056.541259765625,1589.0045166015625,2227.94775390625,1752.6746826171875,1127.28125,1425.481201171875,1372.662841796875,1426.80859375
9,"Я ее не сторожу, - не оборачиваясь ответила Виктория.",ru_multilingual_blimp_correct_affected.test,35023.7734375,6707.859375,4745.1806640625,3814.794677734375,2085.28759765625,1369.333984375,1124.2847900390625,1239.766357421875,1215.6851806640625,1337.80615234375,1539.6304931640625,1540.6734619140625,1609.0081787109375
10,"Типо, давай я тебе хотя бы проституток красивых вызову))",ru_multilingual_blimp_correct_affected.test,20851.513671875,5431.18505859375,7576.79150390625,4557.7412109375,6218.25,3846.45654296875,3422.522216796875,4010.5791015625,4470.83984375,5264.73779296875,5099.00830078125,4682.97900390625,5505.498046875
11,"Мы их быстро отсекаем, как и всех, кто хочет идти к больным с миссией, а не с желанием поддержать и служить пациенту.",ru_multilingual_blimp_correct_affected.test,28025.537109375,3173.694580078125,2017.6846923828125,1259.5902099609375,967.7283325195312,904.3687133789062,710.7931518554688,650.163818359375,557.2129516601562,638.5027465820312,617.7141723632812,656.8923950195312,613.9158935546875
12,"Они думали, что я им какой-то роман пересказываю.",ru_multilingual_blimp_correct_affected.test,22688.392578125,3510.119873046875,2039.5369873046875,865.7486572265625,618.2153930664062,472.5137023925781,540.7403564453125,481.5045471191406,478.1138610839844,550.3390502929688,549.4923095703125,582.4885864257812,568.5694580078125
13,"Она писала, что я ей нравлюсь, но как друг, потом она мне написала, что я ей тоже нравлюсь, но со мной она быть не может и не знает почему.",ru_multilingual_blimp_correct_affected.test,28325.40625,2430.077880859375,1342.7705078125,1636.69775390625,1377.1497802734375,747.59033203125,617.7468872070312,608.1928100585938,449.85205078125,412.2746887207031,371.76165771484375,351.2101745605469,349.1285400390625
14,"И что же - ждать, пока мы до него ""дорастем""?",ru_multilingual_blimp_correct_affected.test,23097.43359375,3100.32666015625,3935.758056640625,5227.89404296875,4107.53173828125,5169.17041015625,5180.42236328125,5819.55859375,5823.966796875,4574.39306640625,4169.0185546875,4111.7216796875,4202.88623046875
15,"Мы с ним почти не разговариваем, но от общих друзей я знаю, что он замкнулся в себе, начал выпивать и сильно изменился.",ru_multilingual_blimp_correct_affected.test,25792.7890625,2941.14501953125,1952.5823974609375,1990.2611083984375,1553.92431640625,1087.6939697265625,918.42431640625,841.9238891601562,740.2228393554688,753.5151977539062,742.267578125,735.766357421875,753.68408203125
16,"""Я тебе и так отвечу, не тратя денег на опрос.",ru_multilingual_blimp_correct_affected.test,26293.55859375,1284.9541015625,2204.791259765625,3030.507080078125,1749.595947265625,1393.9720458984375,1001.5662841796875,1284.224609375,1010.5659790039062,824.38427734375,921.5037841796875,800.2579345703125,824.9218139648438
17,"Ему на это ответили: скажи спасибо, что мы тебя в штрафбат не посылаем, - и вернули на фронт солдатом.",ru_multilingual_blimp_correct_affected.test,26719.44140625,2786.208251953125,2797.566650390625,2757.748291015625,1950.6123046875,1381.388671875,1183.6649169921875,1216.1832275390625,1151.952880859375,1400.92138671875,1338.34521484375,1534.120361328125,1499.4766845703125
18,раньше кот Тихон я его как увидел зову тихоня = оставались одни,ru_multilingual_blimp_correct_affected.test,22104.494140625,9205.0390625,4378.31591796875,8514.8525390625,6861.79296875,6194.9287109375,5828.22314453125,6690.90966796875,7030.13818359375,7852.265625,9507.6767578125,8139.6953125,9187.15625
19,Я пошел жаловаться отцу на что он мне ответил я с тобой вечером поговорю.,ru_multilingual_blimp_correct_affected.test,27988.998046875,2202.3125,3491.0341796875,1764.22314453125,1255.814453125,1209.8922119140625,876.73779296875,602.3375244140625,594.0799560546875,603.4779052734375,527.6431884765625,639.5888061523438,637.58544921875
20,"Мне это напоминает анекдот: ""Научитесь прыгать с вышки, а потом мы вам воду нальем в бассейн"".",ru_multilingual_blimp_correct_affected.test,30002.478515625,3766.322265625,3142.12109375,2986.0283203125,2326.466064453125,2169.488525390625,2253.566162109375,1969.178955078125,1508.769775390625,1533.399169921875,1509.041748046875,1366.1929931640625,1457.7950439453125
21,"- А я ее палкой ударю! - грозно сказала Вика, и Гаянэ в этом не усомнилась.",ru_multilingual_blimp_correct_affected.test,26199.091796875,2134.0986328125,4085.603271484375,2624.117431640625,1755.9923095703125,1082.134765625,1028.838623046875,1163.3699951171875,984.80029296875,1152.90673828125,1245.5704345703125,1246.36181640625,1305.854736328125
22,"Сам новичок, поэтому особо не разбираюсь.",ru_multilingual_blimp_correct_affected.test,32386.53515625,5980.30078125,7041.95458984375,9447.15625,5466.484375,2241.7509765625,1494.06591796875,1044.55810546875,1123.0765380859375,1356.3739013671875,1531.43359375,1619.0718994140625,1660.8721923828125
23,"Но мы, те, кто понимает, что такое жизнь, мы, конечно, смеемся над номерами и цифрами!",ru_multilingual_blimp_correct_affected.test,27055.0859375,13071.037109375,7337.35009765625,3845.880859375,2365.70361328125,1868.573974609375,1464.29296875,1232.4776611328125,1098.6728515625,1014.4036254882812,941.1541137695312,898.169921875,892.922607421875
