,Sentences,Categories,Perplexities (ckpt 0),Perplexities (ckpt 100),Perplexities (ckpt 200),Perplexities (ckpt 300),Perplexities (ckpt 400),Perplexities (ckpt 500),Perplexities (ckpt 600),Perplexities (ckpt 700),Perplexities (ckpt 800),Perplexities (ckpt 900),Perplexities (ckpt 1000),Perplexities (ckpt 1100),Perplexities (ckpt 1200)
0,"Ok, da hätte uns eigentlich schon was komisch vorkommen müssen.",de_multilingual_blimp_correct_affected.test,27380.921875,3464.068115234375,3167.003662109375,2903.358154296875,2365.1240234375,1528.4256591796875,1466.1871337890625,1641.5435791015625,1729.6224365234375,1582.5355224609375,1678.71142578125,1959.525634765625,1671.7760009765625
1,Dadurch sollte Jahre später das Königreich Powys an die Herrscher des Königreiches Gwynedd fallen.,de_multilingual_blimp_correct_affected.test,22952.115234375,1442.0052490234375,1046.7210693359375,862.5346069335938,717.8060913085938,627.1552124023438,737.2532958984375,895.7285766601562,1071.321044921875,1026.2078857421875,1228.5755615234375,1351.6697998046875,1288.3572998046875
2,"Daher sei eine thermoregulatorische Funktion, falls überhaupt, nur in einigen Stegosauriern vorgekommen und habe allenfalls eine untergeordnete Rolle gespielt.",de_multilingual_blimp_correct_affected.test,25099.34765625,5305.16455078125,2658.624755859375,2398.36181640625,2089.353515625,1382.204345703125,1149.1263427734375,836.0949096679688,769.5620727539062,775.8311767578125,804.2766723632812,765.3970336914062,742.8602905273438
3,Von einer tatsächlichen Verbesserung der Lage auf den Autobahnen und Landstraßen konnte denn angesichts dieses Katz- und Maus-Spieles an dem Montag nachmittag keine Rede sein.,de_multilingual_blimp_correct_affected.test,26263.158203125,2169.05810546875,1195.423828125,1041.608154296875,884.5508422851562,765.5707397460938,676.8549194335938,672.7927856445312,661.1261596679688,734.5117797851562,672.956787109375,730.80126953125,690.0004272460938
4,"Da die Ostsee zugefroren war, konnte aus Schweden zunächst keine Verstärkung kommen.",de_multilingual_blimp_correct_affected.test,23735.4765625,5149.02294921875,3741.04931640625,3620.65185546875,2199.864013671875,1717.93505859375,2200.08837890625,1845.1336669921875,1732.319091796875,1887.464599609375,1751.6988525390625,1982.60498046875,1921.63232421875
5,"Mit ihm zusammengewachsen ist der in dem Mittelalter bedeutendste Ortsteil Adelwil (1,8 km nordöstlich des Dorfs;)",de_multilingual_blimp_correct_affected.test,24148.166015625,2897.669677734375,927.2740478515625,724.4505004882812,634.1298828125,408.7641296386719,388.07061767578125,426.7287292480469,402.8286437988281,484.0524597167969,496.2779846191406,574.8199462890625,552.0673828125
6,"In dem vergangenen Jahr war ein fix und fertig ausgehandelter Vertrag zwischen dem südkoreanischen Konzern Samsung und Fokker in dem letzten Moment geplatzt, weil die Regierung in Den Haag nicht zu den von den Asiaten verlangten Garantien bereit war.",de_multilingual_blimp_correct_affected.test,27145.20703125,1714.9827880859375,805.4456787109375,578.43701171875,455.5273132324219,336.49395751953125,315.24188232421875,305.6750793457031,263.10009765625,268.7386779785156,287.10491943359375,280.7293701171875,278.77032470703125
7,"Mit dem nach dorthin aufstrebendem Dach wird die Assoziation geweckt, als würde das ""Fischerboot"" mit dem Bug gegen eine Welle fahren.",de_multilingual_blimp_correct_affected.test,24112.498046875,3307.48974609375,4249.501953125,2627.037109375,2689.63427734375,1936.0269775390625,1639.6505126953125,1734.05859375,1701.3145751953125,1795.7318115234375,1606.370361328125,1628.714599609375,1698.5926513671875
8,"Dennoch ist hier eine durchaus originelle und einmalige Chorlösung entstanden, die sich von dem Heilig - Kreuz - Münster in Schwäbisch Gmünd und von dem Veitsdom in Prag deutlich abhebt.",de_multilingual_blimp_correct_affected.test,22769.11328125,2893.05126953125,2541.493408203125,2294.59619140625,2126.630126953125,1919.986328125,1521.6468505859375,1402.2386474609375,1358.9725341796875,1564.87060546875,1524.803466796875,1649.2694091796875,1533.58935546875
9,"Obwohl Warhol in dem Mai 1965 bei Ileana Sonnabend in Paris verkündet hatte, dass er sich nun von der Malerei zurückziehen wolle, sollte in dem April 1966 eine Ausstellung in der New Yorker Galerie von Leo Castelli stattfinden.",de_multilingual_blimp_correct_affected.test,22706.833984375,3002.35302734375,2068.60302734375,1464.64501953125,1124.1019287109375,734.9100952148438,675.1671752929688,588.3436889648438,545.6627197265625,590.6514282226562,604.7569580078125,595.5840454101562,633.8820190429688
10,Dank der Antibiotika sei eine größere Epidemie nicht zu befürchten.,de_multilingual_blimp_correct_affected.test,21494.791015625,1691.02587890625,603.960693359375,733.3275146484375,955.3426513671875,586.7786254882812,685.0353393554688,549.970458984375,533.0864868164062,694.9291381835938,612.7036743164062,560.0968627929688,537.6214599609375
11,"Da deren Entfaltung allerdings Zeit beanspruchen würde, sollte eine Kavallerie - Attacke der englischen Reiterei unter Lord George Sackville (1716-1785) die beiden französischen Brigaden zurückwerfen.",de_multilingual_blimp_correct_affected.test,26154.85546875,6170.5654296875,2610.28759765625,1525.5765380859375,1092.46826171875,998.88818359375,750.10205078125,766.9058227539062,735.4615478515625,656.8544921875,667.4024047851562,674.275634765625,694.09228515625
12,An der Revolution von 1848 hatte sich der überzeugte Demokrat mit engagierten Reden beteiligt.,de_multilingual_blimp_correct_affected.test,22685.298828125,3316.741455078125,1453.104248046875,857.2416381835938,869.9046020507812,491.4627990722656,455.3338317871094,392.4296569824219,418.90069580078125,407.6505432128906,409.9044189453125,448.3183288574219,443.18658447265625
13,"Tolles Personal, auch für meine Familie war der Umzugsstress gut zu verkraften.",de_multilingual_blimp_correct_affected.test,21040.421875,1956.6591796875,1147.4459228515625,1016.6262817382812,806.2430419921875,635.6439208984375,693.595947265625,712.6124267578125,699.4327392578125,701.5360107421875,713.1869506835938,680.5426635742188,662.2023315429688
