,Sentences,Categories,Perplexities (ckpt 0),Perplexities (ckpt 100),Perplexities (ckpt 200),Perplexities (ckpt 300),Perplexities (ckpt 400),Perplexities (ckpt 500),Perplexities (ckpt 600),Perplexities (ckpt 700),Perplexities (ckpt 800),Perplexities (ckpt 900),Perplexities (ckpt 1000),Perplexities (ckpt 1100),Perplexities (ckpt 1200)
0,kendi hatalarımı kendim yaptım bile diyemiyorum .,tr_multilingual_blimp_correct_affected.test,48939.484375,4613.38916015625,1864.2860107421875,1351.8038330078125,723.276611328125,579.8517456054688,1040.2843017578125,1346.579833984375,1215.8260498046875,1131.57568359375,1446.7208251953125,1563.53466796875,1669.6656494140625
1,Çoğumuz bir sersem tanıyoruz .,tr_multilingual_blimp_correct_affected.test,60359.33984375,964.2754516601562,867.9161987304688,1733.61962890625,1609.445556640625,2593.765869140625,2442.730712890625,3587.761474609375,3828.370361328125,3096.695068359375,3878.761962890625,2817.02490234375,3003.939697265625
2,"Bu ikinci firar teşebbüsünden sonra , kendim de pişman oldum .",tr_multilingual_blimp_correct_affected.test,57301.24609375,2470.609130859375,1676.2188720703125,1133.5609130859375,832.3390502929688,725.246826171875,745.564697265625,708.7946166992188,716.8097534179688,577.869384765625,498.72589111328125,581.9241943359375,632.9888305664062
3,"Eleştirileri "" Ben Balzac okudum , "" diye cevaplıyor .",tr_multilingual_blimp_correct_affected.test,48575.7265625,1678.301513671875,721.5033569335938,794.0681762695312,724.409423828125,777.64599609375,699.3666381835938,820.0128784179688,577.6159057617188,1007.4424438476562,943.4088134765625,1075.088623046875,1069.619873046875
4,"Biz , yolun üstünde , kasabanın çıkış yerinde boş bir handa otururduk .",tr_multilingual_blimp_correct_affected.test,44467.1953125,2481.02197265625,1565.7998046875,1532.513916015625,1378.24755859375,881.6852416992188,1060.358154296875,1042.93017578125,1081.724609375,1355.9412841796875,1377.997802734375,1543.9681396484375,1599.649169921875
5,Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile yaptık .,tr_multilingual_blimp_correct_affected.test,52989.734375,1813.43701171875,1221.278564453125,975.7573852539062,982.5629272460938,652.2915649414062,976.4989013671875,825.7207641601562,689.7234497070312,689.6487426757812,794.6056518554688,749.2608642578125,856.052490234375
6,Ben de kendimce sınamak istedim bunu.,tr_multilingual_blimp_correct_affected.test,50846.32421875,3996.296142578125,2347.252197265625,1164.4400634765625,1027.8343505859375,890.0324096679688,603.8797607421875,815.8661499023438,737.6355590820312,774.4772338867188,948.8333129882812,1034.0401611328125,1088.3492431640625
7,"Ben kaçıyorum , abim de arkamdan koşuyor .",tr_multilingual_blimp_correct_affected.test,60757.140625,2011.517333984375,1744.8411865234375,1071.5965576171875,1539.654052734375,1286.8402099609375,1376.8858642578125,1349.840576171875,1632.99560546875,1183.7957763671875,1065.452880859375,1210.1600341796875,1227.0013427734375
8,"Ama ben , bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim okurum .",tr_multilingual_blimp_correct_affected.test,56377.265625,1182.086669921875,564.468505859375,534.6074829101562,519.4987182617188,424.9203796386719,472.1202392578125,516.6836547851562,535.6753540039062,583.961669921875,578.8881225585938,500.5126647949219,555.6697998046875
9,"Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi duruyoruz? Müzik aletlerini göz önüne alalım.",tr_multilingual_blimp_correct_affected.test,48529.83984375,14350.8125,7952.2314453125,6202.60205078125,5431.376953125,4712.33203125,4849.9599609375,4100.45166015625,4127.85400390625,4643.81591796875,5240.21826171875,4995.19921875,5373.76416015625
