,Sentences,Categories,Perplexities (ckpt 0),Perplexities (ckpt 100),Perplexities (ckpt 200),Perplexities (ckpt 300),Perplexities (ckpt 400),Perplexities (ckpt 500),Perplexities (ckpt 600),Perplexities (ckpt 700),Perplexities (ckpt 800),Perplexities (ckpt 900),Perplexities (ckpt 1000),Perplexities (ckpt 1100),Perplexities (ckpt 1200)
0,"Ok, da hätte uns eigentlich schon was komisch vorkommen müssen.",de_multilingual_blimp_correct_affected.test,34889.45703125,3441.24658203125,3246.293212890625,3580.88037109375,3076.252685546875,1608.1966552734375,1582.896240234375,1763.536865234375,1696.89501953125,1710.2047119140625,1686.3531494140625,1570.0345458984375,1679.007568359375
1,Dadurch sollte Jahre später das Königreich Powys an die Herrscher des Königreiches Gwynedd fallen.,de_multilingual_blimp_correct_affected.test,31814.931640625,1574.73486328125,1334.9830322265625,995.3303833007812,950.0462036132812,718.4022827148438,689.1201782226562,596.5897216796875,580.775390625,570.8475341796875,733.432373046875,745.6429443359375,790.523681640625
2,"Daher sei eine thermoregulatorische Funktion, falls überhaupt, nur in einigen Stegosauriern vorgekommen und habe allenfalls eine untergeordnete Rolle gespielt.",de_multilingual_blimp_correct_affected.test,39878.2734375,6302.4306640625,3610.666259765625,3411.16943359375,2738.14306640625,1750.4930419921875,1329.931884765625,1108.1397705078125,1092.32763671875,1220.4228515625,1189.4835205078125,1287.67626953125,1356.13525390625
3,Von einer tatsächlichen Verbesserung der Lage auf den Autobahnen und Landstraßen konnte denn angesichts dieses Katz- und Maus-Spieles an dem Montag nachmittag keine Rede sein.,de_multilingual_blimp_correct_affected.test,30056.4921875,2836.458984375,1619.9151611328125,1553.536865234375,1384.848388671875,1471.259765625,1621.5234375,1416.06298828125,1627.174560546875,1497.89013671875,1579.794189453125,1542.6788330078125,1544.1441650390625
4,"Da die Ostsee zugefroren war, konnte aus Schweden zunächst keine Verstärkung kommen.",de_multilingual_blimp_correct_affected.test,39068.75,6740.96875,3341.11376953125,3521.959716796875,1964.32861328125,2417.926513671875,1916.5133056640625,1863.7225341796875,2219.491455078125,2258.788330078125,1942.3544921875,2076.80322265625,2178.00244140625
5,"Mit ihm zusammengewachsen ist der in dem Mittelalter bedeutendste Ortsteil Adelwil (1,8 km nordöstlich des Dorfs;)",de_multilingual_blimp_correct_affected.test,36170.81640625,2798.163330078125,1046.555908203125,790.199951171875,671.80029296875,693.3966064453125,497.9450378417969,474.42822265625,580.206298828125,611.4737548828125,675.4801635742188,611.2493286132812,651.5858764648438
6,"In dem vergangenen Jahr war ein fix und fertig ausgehandelter Vertrag zwischen dem südkoreanischen Konzern Samsung und Fokker in dem letzten Moment geplatzt, weil die Regierung in Den Haag nicht zu den von den Asiaten verlangten Garantien bereit war.",de_multilingual_blimp_correct_affected.test,38047.0,2681.002685546875,1129.6629638671875,674.7288208007812,617.29931640625,552.51513671875,500.66998291015625,462.1282043457031,438.7643127441406,472.3476867675781,477.79595947265625,428.6028137207031,447.9076843261719
7,"Mit dem nach dorthin aufstrebendem Dach wird die Assoziation geweckt, als würde das ""Fischerboot"" mit dem Bug gegen eine Welle fahren.",de_multilingual_blimp_correct_affected.test,39520.08203125,3544.958251953125,3938.6376953125,3714.7939453125,3035.490966796875,2433.997802734375,2028.9718017578125,2132.369384765625,2151.817138671875,2376.844482421875,2224.810546875,2576.44677734375,2506.697998046875
8,"Dennoch ist hier eine durchaus originelle und einmalige Chorlösung entstanden, die sich von dem Heilig - Kreuz - Münster in Schwäbisch Gmünd und von dem Veitsdom in Prag deutlich abhebt.",de_multilingual_blimp_correct_affected.test,32683.65625,3463.196044921875,3222.61572265625,2989.3193359375,2558.11474609375,2510.10107421875,2612.69970703125,2227.902099609375,2251.705810546875,3110.977294921875,3014.460693359375,3006.129150390625,3656.123779296875
9,"Obwohl Warhol in dem Mai 1965 bei Ileana Sonnabend in Paris verkündet hatte, dass er sich nun von der Malerei zurückziehen wolle, sollte in dem April 1966 eine Ausstellung in der New Yorker Galerie von Leo Castelli stattfinden.",de_multilingual_blimp_correct_affected.test,35539.40625,4484.32958984375,2141.184814453125,1862.8792724609375,1412.5582275390625,1023.6475219726562,918.654296875,841.2597045898438,698.1435546875,684.3552856445312,716.6826171875,732.6452026367188,726.4735107421875
10,Dank der Antibiotika sei eine größere Epidemie nicht zu befürchten.,de_multilingual_blimp_correct_affected.test,41181.125,1950.07568359375,859.5013427734375,812.1016235351562,486.1719970703125,474.42462158203125,495.7978210449219,459.82196044921875,549.037109375,594.616455078125,563.0982666015625,577.7522583007812,585.6317749023438
11,"Da deren Entfaltung allerdings Zeit beanspruchen würde, sollte eine Kavallerie - Attacke der englischen Reiterei unter Lord George Sackville (1716-1785) die beiden französischen Brigaden zurückwerfen.",de_multilingual_blimp_correct_affected.test,32675.990234375,9601.7861328125,3169.34228515625,2039.0091552734375,1399.8310546875,1268.220458984375,1038.4703369140625,931.6626586914062,962.2196044921875,1110.4761962890625,1146.5423583984375,1124.0916748046875,1217.2164306640625
12,An der Revolution von 1848 hatte sich der überzeugte Demokrat mit engagierten Reden beteiligt.,de_multilingual_blimp_correct_affected.test,35033.2578125,4337.47509765625,1699.758544921875,1663.6099853515625,1343.9407958984375,949.5543212890625,1047.600830078125,1130.216796875,1402.54296875,1302.4349365234375,1359.7957763671875,1346.635009765625,1456.3040771484375
13,"Tolles Personal, auch für meine Familie war der Umzugsstress gut zu verkraften.",de_multilingual_blimp_correct_affected.test,41103.0859375,2591.465087890625,1665.744384765625,1803.1348876953125,973.5526123046875,981.2996215820312,834.9240112304688,827.11572265625,996.4334716796875,1179.630615234375,1339.5084228515625,1162.6358642578125,1222.5167236328125
14,In dem Zuge der Kurskorrektur habe sich auch die Struktur der Käufer geändert.,de_multilingual_blimp_correct_affected.test,30257.8125,1734.7393798828125,1209.900390625,734.1805419921875,620.061767578125,465.7287292480469,570.3583374023438,546.1648559570312,563.5490112304688,569.2213134765625,546.257080078125,620.5172729492188,613.4041137695312
15,"Seit den 1960ern ist die südkoreanische Wirtschaft stark angewachsen, und die Wirtschaftsstruktur hat sich radikal verändert.",de_multilingual_blimp_correct_affected.test,39993.90234375,3579.692138671875,1479.5867919921875,640.1386108398438,483.203125,366.04412841796875,311.2588806152344,249.98333740234375,209.07237243652344,228.89292907714844,164.06874084472656,196.65318298339844,187.32611083984375
16,"Aufgetreten ist dieses räumliche Migrationsphänomen in (West) - Deutschland während der 1960er - und 1970er - Jahren, als viele Menschen sich mit dem Geld des Wirtschaftswunders ein Eigenheim außerhalb der großen Städte bauten (Vgl. Suburbanisierung).",de_multilingual_blimp_correct_affected.test,31611.451171875,3234.65478515625,2287.74951171875,2121.302978515625,1514.954345703125,1133.7755126953125,1146.89501953125,1158.30908203125,1231.2799072265625,1489.024169921875,1311.422119140625,1376.766357421875,1390.1021728515625
17,In dieser Nachricht hatte der ehemalige Jusitzminister Brice Hortefeux als „faschistischen schwachsinnigen Innenminister“ und als „Gangster“ tituliert.,de_multilingual_blimp_correct_affected.test,34669.84765625,7483.69287109375,3907.87890625,3193.66357421875,2399.707275390625,1945.50341796875,1625.29248046875,1715.6845703125,1776.98291015625,1732.3809814453125,1688.8397216796875,1749.99560546875,1861.9246826171875
18,"„Mehr Menschen nehmen Kredite auf … Während das Leihen gerade leicht zu bewältigen sein mag, könnte eine plötzliche Änderung der Umstände zu Schuldenproblemen führen.“",de_multilingual_blimp_correct_affected.test,41102.41796875,5117.09619140625,2090.178466796875,2205.46728515625,2852.416015625,2581.452880859375,2422.5185546875,2168.21533203125,1890.4117431640625,2042.0614013671875,2047.2061767578125,2067.69482421875,2091.156494140625
19,Damit ist Code von GNU Classpath in die offizielle Implementierung der Java - Plattform eingeflossen.,de_multilingual_blimp_correct_affected.test,29311.302734375,2728.552978515625,1345.579833984375,1049.86474609375,1089.122802734375,1206.2734375,917.9580078125,791.3206176757812,694.855224609375,879.9744873046875,780.4220581054688,883.5403442382812,928.489013671875
20,In Anhui und Henan hatte die lokale Führung gegen Ende der Hungersnot 1959 bis 1961 die Familienbetriebe in der Landwirtschaft wieder eingeführt.,de_multilingual_blimp_correct_affected.test,32082.904296875,4234.15380859375,1820.470458984375,1467.6456298828125,1039.781982421875,825.361328125,642.7550048828125,525.5307006835938,507.04656982421875,565.6394653320312,484.51800537109375,570.2568969726562,558.1865234375
21,"Nach den Plänen seiner Pflegeeltern sollte er einmal den Bauernhof übernehmen, und so wurde ihm der Besuch des Gymnasiums verwehrt.",de_multilingual_blimp_correct_affected.test,37135.84375,3750.619384765625,2414.112060546875,1714.8193359375,1116.570068359375,639.54638671875,546.1549072265625,445.1953430175781,436.7281188964844,414.4887390136719,438.5505676269531,459.793212890625,446.4481201171875
22,An dem Mittwochabend hatte das von den Republikanern beherrschte Abgeordnetenhaus auf bislang erhobene Forderungen nach tiefen Einschnitten bei der Gesundheitsversorgung für ältere Menschen verzichtet.,de_multilingual_blimp_correct_affected.test,36427.8515625,5619.24267578125,2127.936767578125,1140.0179443359375,995.189453125,730.14013671875,722.31640625,607.7672119140625,736.9369506835938,683.7055053710938,741.1754150390625,713.3372802734375,755.05859375
23,"``Total überflüssig'', hatte der CDU-Parlamentarier Klaus Lippold geurteilt und lauten Beifall erhalten.",de_multilingual_blimp_correct_affected.test,32999.7109375,14231.7080078125,7139.14501953125,6735.37841796875,4430.35302734375,6302.9775390625,6439.1826171875,6220.50390625,7966.87353515625,8696.814453125,9607.794921875,11384.517578125,11564.482421875
24,"Der Vorsitzende der Armutskonferenz in Potsdam, Ruth Brand, sagte an dem Rande der Generalversammlung der Europa -- Organisation, zwischen 1983 und 1993 habe sich die Zahl der Sozialhilfeempfänger in Deutschland vervierfacht.",de_multilingual_blimp_correct_affected.test,40151.31640625,5116.8125,3259.1787109375,1879.8551025390625,1487.104736328125,1095.748291015625,970.7985229492188,821.0853881835938,872.1107177734375,855.3135986328125,860.0715942382812,857.1034545898438,820.8521118164062
25,"Weiterhin negativ aufgefallen ist der schlechte Service dadurch, dass beispielsweise nicht darauf geachtet wurde, ob noch ausreichend Munition vorhanden ist.",de_multilingual_blimp_correct_affected.test,35055.28515625,8954.2880859375,7894.99853515625,6639.83447265625,5326.93896484375,4003.10107421875,3601.892578125,3203.0703125,3416.20263671875,3818.711181640625,3642.099365234375,3754.308837890625,3771.710205078125
26,Bei einer Störung vergangenen Winter konnte mir der Wochenend - Notdienst telefonisch weiterhelfen.,de_multilingual_blimp_correct_affected.test,37368.578125,7424.3642578125,4345.42041015625,4397.80859375,2667.37646484375,2412.6884765625,1882.317138671875,1149.5313720703125,1527.2098388671875,871.171875,968.1566162109375,885.3973388671875,871.1461181640625
27,Bei der Unterhauswahl 2010 konnte die Labour Party alle sieben Wahlkreise gewinnen.,de_multilingual_blimp_correct_affected.test,35310.28515625,7785.67724609375,6737.376953125,6276.82421875,5574.90185546875,4872.03173828125,4799.66845703125,4076.876953125,4359.64990234375,4744.189453125,4382.15478515625,4475.42626953125,4475.537109375
28,Trotz inflationärer Verbreitung des IP - Labels sei der Pflanzenschutzmittelaufwand in vielen Obstanbaugebieten weiter gestiegen.,de_multilingual_blimp_correct_affected.test,37733.890625,5936.85205078125,2798.42724609375,1734.814697265625,1653.7022705078125,1310.418212890625,983.1576538085938,1341.9229736328125,1449.5782470703125,1482.046142578125,1732.80810546875,1791.58447265625,1691.3145751953125
29,"Die Dresdener Caritas-Vorsitzende Eva Maria Kiklas berichtete, in Ostdeutschland sei die Unterschriftensammlung zögernd angelaufen;",de_multilingual_blimp_correct_affected.test,31593.427734375,15789.869140625,6108.23974609375,4411.26708984375,3511.1142578125,2843.25927734375,2560.53857421875,2282.195068359375,2802.77685546875,2492.836669921875,2414.84765625,2723.366455078125,2765.38037109375
30,Leider verspricht die Firma die Ware in ca. 7 Tagen zu liefern aber nach 8 Tagen ist immer noch keine Ware angekommen.,de_multilingual_blimp_correct_affected.test,41786.1328125,1359.140380859375,804.3364868164062,809.659912109375,469.3872985839844,436.7937316894531,437.6700439453125,381.2223205566406,461.4928894042969,471.8897705078125,384.3920593261719,445.63543701171875,424.4756774902344
31,"Auf Grund dieser Frage müsste der Mann zugeben, dass zu Hause nicht er die ""Hosen anhat"", sondern seine Frau, was er in dem Radio offen bekundet.",de_multilingual_blimp_correct_affected.test,35260.28125,3292.961669921875,3513.09033203125,5130.06884765625,3365.80615234375,2557.817138671875,2673.878662109375,2366.159423828125,2303.68359375,2633.7626953125,2860.190185546875,3034.53564453125,3022.650634765625
