,Sentences,Categories,Perplexities (ckpt 0),Perplexities (ckpt 100),Perplexities (ckpt 200),Perplexities (ckpt 300),Perplexities (ckpt 400),Perplexities (ckpt 500),Perplexities (ckpt 600),Perplexities (ckpt 700),Perplexities (ckpt 800),Perplexities (ckpt 900),Perplexities (ckpt 1000),Perplexities (ckpt 1100),Perplexities (ckpt 1200)
0,kendi hatalarımı kendim yaptım bile diyemiyorum.,tr_multilingual_blimp_correct_affected.test,24212.08984375,3246.57470703125,1903.823486328125,1477.416015625,963.661376953125,821.103759765625,596.9132080078125,734.9549560546875,620.553955078125,543.9354248046875,462.5223693847656,1208.6693115234375,743.07568359375
1,Çoğumuz bir sersem tanıyoruz.,tr_multilingual_blimp_correct_affected.test,18557.98046875,929.9977416992188,372.31427001953125,103.18462371826172,130.25733947753906,251.72592163085938,207.415283203125,195.95799255371094,244.70266723632812,174.17465209960938,170.0068817138672,215.03268432617188,382.4317932128906
2,"Bu ikinci firar teşebbüsünden sonra, kendim de pişman oldum.",tr_multilingual_blimp_correct_affected.test,18502.12109375,1920.6630859375,693.5354614257812,360.5330810546875,256.6789855957031,173.88137817382812,164.9523468017578,153.11590576171875,193.13015747070312,206.1724395751953,221.98965454101562,271.80657958984375,343.0343322753906
3,"Eleştirileri "" Ben Balzac okudum, "" diye cevaplıyor.",tr_multilingual_blimp_correct_affected.test,19276.388671875,1266.083984375,681.1289672851562,457.5612487792969,433.6955871582031,530.026123046875,530.2240600585938,548.399169921875,611.258056640625,611.1976928710938,341.2601013183594,420.8008117675781,627.1016845703125
4,"Biz, yolun üstünde, kasabanın çıkış yerinde boş bir handa otururduk.",tr_multilingual_blimp_correct_affected.test,22195.283203125,1824.1878662109375,768.721435546875,630.9042358398438,575.4493408203125,427.8295593261719,405.01068115234375,500.7088928222656,365.14788818359375,393.4768981933594,478.54974365234375,442.90960693359375,672.2617797851562
5,Bizler kendisini bu bataklıktan kurtarmak için fazlasını bile yaptık.,tr_multilingual_blimp_correct_affected.test,21758.869140625,1393.689453125,889.8291625976562,691.656982421875,744.7971801757812,607.7935791015625,484.8216552734375,346.22747802734375,346.4173583984375,413.1888427734375,496.95947265625,405.0015869140625,395.42132568359375
6,Ben de kendimce sınamak istedim bunu.,tr_multilingual_blimp_correct_affected.test,27152.6640625,2069.138671875,1580.5347900390625,1253.5032958984375,1007.5178833007812,963.9324951171875,429.8517150878906,533.8468627929688,393.1130676269531,538.6378784179688,502.0113220214844,537.7460327148438,376.4918212890625
7,"Ben kaçıyorum, abim de arkamdan koşuyor.",tr_multilingual_blimp_correct_affected.test,24530.15234375,887.1448364257812,273.55535888671875,262.11474609375,211.80128479003906,137.84230041503906,148.06785583496094,159.29751586914062,144.0206756591797,201.89906311035156,177.62551879882812,192.4037322998047,236.46142578125
8,"Ama ben, bir kitap üzerine bir fikir edinmek istedim mi o kitabı kendim okurum.",tr_multilingual_blimp_correct_affected.test,25029.287109375,994.104248046875,360.0591125488281,378.5232238769531,230.4026336669922,204.05419921875,175.43978881835938,155.43817138671875,162.5435028076172,171.63514709472656,179.0141143798828,179.2755126953125,164.12838745117188
9,"Bu zeki ve dindar işçimiz, parmağını dudağına bastırarak ""sus!"" işareti verdikten sonra bana şöyle karşılık verdi: Mutlulukla aramızda kendimiz mi duruyoruz? Müzik aletlerini göz önüne alalım.",tr_multilingual_blimp_correct_affected.test,23466.69140625,4792.048828125,1444.1954345703125,924.0338745117188,1060.36767578125,797.798583984375,767.6815185546875,856.3031616210938,958.6697998046875,1106.14208984375,1322.29833984375,1591.521240234375,1604.6937255859375
10,"Sevgili okurlar, hepimiz olmasak da bazılarımız kitap okumayı seven insanlarız.",tr_multilingual_blimp_correct_affected.test,21363.0390625,4594.0576171875,2463.982177734375,1430.054931640625,977.47021484375,683.4865112304688,706.8143920898438,630.720703125,678.317626953125,837.671142578125,1055.205322265625,1168.0313720703125,1122.1209716796875
11,Ben aç yattım mı kötü kötü rüyalar görürüm nedense.,tr_multilingual_blimp_correct_affected.test,20933.40625,1546.3619384765625,799.7105712890625,682.957763671875,545.7946166992188,488.6295471191406,397.5513000488281,361.37371826171875,345.7607421875,376.1348876953125,636.9481811523438,677.970947265625,880.4302978515625
12,Merhaba dostum / Seni gökte ararken / Yerde buldum,tr_multilingual_blimp_correct_affected.test,26791.77734375,3556.7666015625,2164.036376953125,1452.99609375,938.9625854492188,1171.5299072265625,1320.30810546875,1323.0684814453125,1293.6094970703125,2532.73291015625,3223.107177734375,2295.63818359375,3077.267822265625
13,"Ben de el yordamıyla çıkacağım bu yolculukta, yanıma neler alacağımı şöyle kaydettim.",tr_multilingual_blimp_correct_affected.test,26364.388671875,2681.0283203125,1016.1067504882812,635.6796875,491.2221984863281,392.4728698730469,349.56732177734375,250.09027099609375,220.39976501464844,219.72796630859375,296.12750244140625,399.7574768066406,377.46051025390625
14,Ben bu sarı kâğıtlardan o kadar bezmişimdir ki güzelim sarı rengi de ondan dolayı boykot ettim.,tr_multilingual_blimp_correct_affected.test,24109.623046875,1900.7811279296875,1297.8734130859375,816.782470703125,718.1782836914062,665.2149047851562,737.4730834960938,960.87890625,788.935302734375,705.5355224609375,857.7547607421875,873.9745483398438,845.9537963867188
15,Pazartesi hepimiz işbaşı yapıyoruz.,tr_multilingual_blimp_correct_affected.test,24315.384765625,3034.518310546875,5401.1337890625,4568.51611328125,3001.955078125,4413.59814453125,3445.279052734375,1194.794677734375,1677.1328125,2814.008056640625,2562.7041015625,3260.13330078125,2723.454833984375
